"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 16 07:58:43 UTC 2026","Thu Apr 16 07:58:44 UTC 2026","907","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","getPatient_notFound_returns404","getPatient_notFound_returns404","GET /Patient/{id} for non-existent patient should return 404."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","15","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","bindPolicy_backdatedDate_returns400","bindPolicy_backdatedDate_returns400","Binding with backdated effective date should return 400."
"passed","Thu Apr 16 07:58:25 UTC 2026","Thu Apr 16 07:58:25 UTC 2026","458","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","findByStatus_validStatus","findByStatus_validStatus","GET /pet/findByStatus with each valid status should return 200 and a list."
"passed","Thu Apr 16 07:58:32 UTC 2026","Thu Apr 16 07:58:32 UTC 2026","391","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","createUser_happyPath","createUser_happyPath","POST /user with a valid payload should return 200 and the created user ID."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","60","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","bindPolicy_annualVsMonthly_annualIsCheaper","bindPolicy_annualVsMonthly_annualIsCheaper","Annual payment should produce lower total cost than 12x monthly."
"passed","Thu Apr 16 07:58:45 UTC 2026","Thu Apr 16 07:58:46 UTC 2026","1022","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","createPatient_missingName_returns4xx","createPatient_missingName_returns4xx","POST /Patient with missing required name should return 400 or 422."
"passed","Thu Apr 16 07:58:57 UTC 2026","Thu Apr 16 07:58:57 UTC 2026","27","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","getClaimResponse_adjudicated_returns200","getClaimResponse_adjudicated_returns200","GET /ClaimResponse/{id} returns adjudication result with payment amount."
"passed","Thu Apr 16 07:58:40 UTC 2026","Thu Apr 16 07:58:40 UTC 2026","18","AI Test Automation Suite","Insurance Claims Tests","com.aitesting.api.insurance.ClaimsTests","com.aitesting.api.insurance.ClaimsTests","closeClaim_alreadyClosed_returns409","closeClaim_alreadyClosed_returns409","PATCH /claims/{id}/close for already-closed claim should return 409 Conflict."
"passed","Thu Apr 16 07:58:33 UTC 2026","Thu Apr 16 07:58:33 UTC 2026","324","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","getUserByUsername_notFound","getUserByUsername_notFound","GET /user/{username} for a non-existent username should return 404."
"passed","Thu Apr 16 07:58:42 UTC 2026","Thu Apr 16 07:58:43 UTC 2026","1015","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","createPatient_newborn_returns201","createPatient_newborn_returns201","POST /Patient with newborn (age 0) should return 201."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:38 UTC 2026","56","AI Test Automation Suite","Insurance Claims Tests","com.aitesting.api.insurance.ClaimsTests","com.aitesting.api.insurance.ClaimsTests","fileClaim_validFnol_returns201","fileClaim_validFnol_returns201","POST /claims with valid FNOL payload should return 201 with claim ID."
"passed","Thu Apr 16 07:58:38 UTC 2026","Thu Apr 16 07:58:38 UTC 2026","17","AI Test Automation Suite","Insurance Claims Tests","com.aitesting.api.insurance.ClaimsTests","com.aitesting.api.insurance.ClaimsTests","fileClaim_missingPolicyId_returns400","fileClaim_missingPolicyId_returns400","POST /claims missing policyId should return 400."
"passed","Thu Apr 16 07:59:01 UTC 2026","Thu Apr 16 07:59:08 UTC 2026","7074","AI Test Automation Suite","Healthcare Prior Auth Tests","com.aitesting.api.healthcare.PriorAuthTests","com.aitesting.api.healthcare.PriorAuthTests","priorAuth_pollWithExponentialBackoff","priorAuth_pollWithExponentialBackoff","Complex PA uses exponential backoff polling — realistic for long-running reviews."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","15","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","getPolicyById_notFound_returns404","getPolicyById_notFound_returns404","GET /policies/{id} for non-existent policy should return 404."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","79","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","bindPolicy_approvedQuote_returnsActive","bindPolicy_approvedQuote_returnsActive","Binding an approved quote should create an active policy."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","25","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_missingApplicant_returns400","createQuote_missingApplicant_returns400","POST /quotes with null applicant should return 400."
"passed","Thu Apr 16 07:58:33 UTC 2026","Thu Apr 16 07:58:33 UTC 2026","364","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","login_validCredentials","login_validCredentials","GET /user/login with valid credentials should return 200 and a session token."
"passed","Thu Apr 16 07:58:38 UTC 2026","Thu Apr 16 07:58:38 UTC 2026","14","AI Test Automation Suite","Insurance Claims Tests","com.aitesting.api.insurance.ClaimsTests","com.aitesting.api.insurance.ClaimsTests","getClaimById_notFound_returns404","getClaimById_notFound_returns404","GET /claims/{id} for non-existent claim should return 404."
"passed","Thu Apr 16 07:58:56 UTC 2026","Thu Apr 16 07:58:57 UTC 2026","49","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","getClaim_found_returns200","getClaim_found_returns200","GET /Claim/{id} for existing claim should return 200 with full details."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","34","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_validDeductibles","createQuote_validDeductibles","All valid deductible values (250/500/1000/2000) should return 200."
"passed","Thu Apr 16 07:58:56 UTC 2026","Thu Apr 16 07:58:56 UTC 2026","78","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","submitClaim_professional_returns201","submitClaim_professional_returns201","POST /Claim with valid professional claim should return 201."
"passed","Thu Apr 16 07:58:41 UTC 2026","Thu Apr 16 07:58:42 UTC 2026","962","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","createPatient_senior_returns201","createPatient_senior_returns201","POST /Patient with senior patient (age 72, Medicare eligible) should return 201."
"passed","Thu Apr 16 07:58:57 UTC 2026","Thu Apr 16 07:58:57 UTC 2026","14","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","getClaim_notFound_returns404","getClaim_notFound_returns404","GET /Claim/{id} for non-existent claim should return 404."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","21","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","cancelPolicy_active_returns200","cancelPolicy_active_returns200","Cancelling an active policy should return 200 and status cancelled."
"passed","Thu Apr 16 07:58:30 UTC 2026","Thu Apr 16 07:58:31 UTC 2026","348","AI Test Automation Suite","Store Endpoint Tests","com.aitesting.api.petstore.StoreTests","com.aitesting.api.petstore.StoreTests","getOrder_found","getOrder_found","GET /store/order/{id} for an existing order should return 200 with order details."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","49","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_validDeductibles","createQuote_validDeductibles","All valid deductible values (250/500/1000/2000) should return 200."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","24","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_underageDriver_returns422","createQuote_underageDriver_returns422","POST /quotes with driver age below 16 should return 422."
"passed","Thu Apr 16 07:58:38 UTC 2026","Thu Apr 16 07:58:38 UTC 2026","63","AI Test Automation Suite","Insurance Claims Tests","com.aitesting.api.insurance.ClaimsTests","com.aitesting.api.insurance.ClaimsTests","getClaimById_found_returns200","getClaimById_found_returns200","GET /claims/{id} for existing claim should return 200 with full details."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","86","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_teenDriver_higherPremium","createQuote_teenDriver_higherPremium","Teen driver (age 18) should receive higher premium than standard applicant."
"passed","Thu Apr 16 07:58:34 UTC 2026","Thu Apr 16 07:58:35 UTC 2026","392","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","getUserByUsername_found","getUserByUsername_found","GET /user/{username} for an existing user should return 200 with user data."
"passed","Thu Apr 16 07:58:25 UTC 2026","Thu Apr 16 07:58:26 UTC 2026","1105","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","createPet_happyPath","createPet_happyPath","POST /pet with valid payload should return 200 and the persisted pet ID."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","24","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_invalidCoverage_returns400","createQuote_invalidCoverage_returns400","POST /quotes with invalid coverage type should return 400."
"passed","Thu Apr 16 07:58:28 UTC 2026","Thu Apr 16 07:58:28 UTC 2026","370","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","getPetById_found","getPetById_found","GET /pet/{id} for an existing pet should return 200 with correct data."
"passed","Thu Apr 16 07:58:29 UTC 2026","Thu Apr 16 07:58:30 UTC 2026","353","AI Test Automation Suite","Store Endpoint Tests","com.aitesting.api.petstore.StoreTests","com.aitesting.api.petstore.StoreTests","placeOrder_happyPath","placeOrder_happyPath","POST /store/order with a valid payload should return 200 and the order ID."
"passed","Thu Apr 16 07:58:26 UTC 2026","Thu Apr 16 07:58:26 UTC 2026","362","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","createPet_withAllFields","createPet_withAllFields","POST /pet with all optional fields (tags, category, photoUrls) should succeed."
"passed","Thu Apr 16 07:59:08 UTC 2026","Thu Apr 16 07:59:08 UTC 2026","14","AI Test Automation Suite","Healthcare Prior Auth Tests","com.aitesting.api.healthcare.PriorAuthTests","com.aitesting.api.healthcare.PriorAuthTests","submitPriorAuth_missingPatient_returns400","submitPriorAuth_missingPatient_returns400","POST /Claim (PA) missing patient reference should return 400."
"passed","Thu Apr 16 07:58:29 UTC 2026","Thu Apr 16 07:58:29 UTC 2026","359","AI Test Automation Suite","Store Endpoint Tests","com.aitesting.api.petstore.StoreTests","com.aitesting.api.petstore.StoreTests","getInventory_happyPath","getInventory_happyPath","GET /store/inventory should return 200 with a non-null inventory map."
"passed","Thu Apr 16 07:58:24 UTC 2026","Thu Apr 16 07:58:25 UTC 2026","460","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","findByStatus_validStatus","findByStatus_validStatus","GET /pet/findByStatus with each valid status should return 200 and a list."
"passed","Thu Apr 16 07:58:35 UTC 2026","Thu Apr 16 07:58:35 UTC 2026","354","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","updateUser_happyPath","updateUser_happyPath","PUT /user/{username} with updated fields should return 200."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","17","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","cancelPolicy_alreadyCancelled_returns409","cancelPolicy_alreadyCancelled_returns409","Cancelling an already-cancelled policy should return 409 Conflict."
"passed","Thu Apr 16 07:58:44 UTC 2026","Thu Apr 16 07:58:45 UTC 2026","1046","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","searchPatient_byFamilyName_returnsBundle","searchPatient_byFamilyName_returnsBundle","GET /Patient?family=Smith should return a Bundle with matching patients."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","79","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","createQuote_standardApplicant_approved","createQuote_standardApplicant_approved","Standard low-risk applicant should receive approved quote with positive premium."
"passed","Thu Apr 16 07:58:32 UTC 2026","Thu Apr 16 07:58:33 UTC 2026","351","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","createUsersWithList_happyPath","createUsersWithList_happyPath","POST /user/createWithList with a list of users should return 200."
"passed","Thu Apr 16 07:58:32 UTC 2026","Thu Apr 16 07:58:32 UTC 2026","362","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","createUsersWithArray_happyPath","createUsersWithArray_happyPath","POST /user/createWithArray with a list of users should return 200."
"passed","Thu Apr 16 07:58:26 UTC 2026","Thu Apr 16 07:58:27 UTC 2026","378","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","getPetById_notFound","getPetById_notFound","GET /pet/{id} for a non-existent pet should return 404."
"passed","Thu Apr 16 07:58:59 UTC 2026","Thu Apr 16 07:59:00 UTC 2026","1041","AI Test Automation Suite","Healthcare Prior Auth Tests","com.aitesting.api.healthcare.PriorAuthTests","com.aitesting.api.healthcare.PriorAuthTests","priorAuth_pollUntilDenied","priorAuth_pollUntilDenied","Poll PA status until denied — payer rejects elective procedure."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","18","AI Test Automation Suite","Insurance Policy Tests","com.aitesting.api.insurance.PolicyTests","com.aitesting.api.insurance.PolicyTests","bindPolicy_invalidQuoteId_returns404","bindPolicy_invalidQuoteId_returns404","Binding with non-existent quote ID should return 404."
"passed","Thu Apr 16 07:58:28 UTC 2026","Thu Apr 16 07:58:28 UTC 2026","372","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","updatePet_happyPath","updatePet_happyPath","PUT /pet with updated name and status should return 200 with new values."
"passed","Thu Apr 16 07:59:08 UTC 2026","Thu Apr 16 07:59:08 UTC 2026","9","AI Test Automation Suite","Healthcare Prior Auth Tests","com.aitesting.api.healthcare.PriorAuthTests","com.aitesting.api.healthcare.PriorAuthTests","getPriorAuth_notFound_returns404","getPriorAuth_notFound_returns404","GET /Claim/{id} for non-existent PA should return 404."
"passed","Thu Apr 16 07:58:54 UTC 2026","Thu Apr 16 07:58:55 UTC 2026","1005","AI Test Automation Suite","Healthcare Encounter Tests","com.aitesting.api.healthcare.EncounterTests","com.aitesting.api.healthcare.EncounterTests","searchEncounter_byPatient_returnsBundle","searchEncounter_byPatient_returnsBundle","GET /Encounter?patient={id} should return Bundle with patient's encounters."
"passed","Thu Apr 16 07:58:56 UTC 2026","Thu Apr 16 07:58:56 UTC 2026","18","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","submitClaim_invalidDiagnosisCode_returns422","submitClaim_invalidDiagnosisCode_returns422","POST /Claim with invalid ICD-10 code should return 422."
"passed","Thu Apr 16 07:58:30 UTC 2026","Thu Apr 16 07:58:30 UTC 2026","357","AI Test Automation Suite","Store Endpoint Tests","com.aitesting.api.petstore.StoreTests","com.aitesting.api.petstore.StoreTests","getOrder_notFound","getOrder_notFound","GET /store/order/{id} for a non-existent order should return 404."
"passed","Thu Apr 16 07:58:56 UTC 2026","Thu Apr 16 07:58:56 UTC 2026","19","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","submitClaim_missingPatient_returns400","submitClaim_missingPatient_returns400","POST /Claim without patient reference should return 400."
"passed","Thu Apr 16 07:58:34 UTC 2026","Thu Apr 16 07:58:34 UTC 2026","356","AI Test Automation Suite","User Endpoint Tests","com.aitesting.api.petstore.UserTests","com.aitesting.api.petstore.UserTests","deleteUser_notFound","deleteUser_notFound","DELETE /user/{username} for a non-existent user should return 404."
"passed","Thu Apr 16 07:58:40 UTC 2026","Thu Apr 16 07:58:41 UTC 2026","929","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","createPatient_pediatric_returns201","createPatient_pediatric_returns201","POST /Patient with pediatric patient (age 8) should return 201."
"passed","Thu Apr 16 07:58:51 UTC 2026","Thu Apr 16 07:58:52 UTC 2026","993","AI Test Automation Suite","Healthcare Encounter Tests","com.aitesting.api.healthcare.EncounterTests","com.aitesting.api.healthcare.EncounterTests","createEncounter_inpatient_returns201","createEncounter_inpatient_returns201","POST /Encounter with inpatient admission should return 201."
"passed","Thu Apr 16 07:58:57 UTC 2026","Thu Apr 16 07:58:59 UTC 2026","2065","AI Test Automation Suite","Healthcare Prior Auth Tests","com.aitesting.api.healthcare.PriorAuthTests","com.aitesting.api.healthcare.PriorAuthTests","priorAuth_pollUntilApproved","priorAuth_pollUntilApproved","Poll PA status until approved — 2 processing steps then approved. Demonstrates async polling pattern used in all FHIR payer integrations."
"passed","Thu Apr 16 07:58:50 UTC 2026","Thu Apr 16 07:58:51 UTC 2026","945","AI Test Automation Suite","Healthcare Encounter Tests","com.aitesting.api.healthcare.EncounterTests","com.aitesting.api.healthcare.EncounterTests","createEncounter_ambulatory_returns201","createEncounter_ambulatory_returns201","POST /Encounter with ambulatory visit should return 201."
"passed","Thu Apr 16 07:58:30 UTC 2026","Thu Apr 16 07:58:30 UTC 2026","352","AI Test Automation Suite","Store Endpoint Tests","com.aitesting.api.petstore.StoreTests","com.aitesting.api.petstore.StoreTests","placeOrder_zeroQuantity","placeOrder_zeroQuantity","POST /store/order with quantity=0 should return 400."
"skipped","Thu Apr 16 07:58:54 UTC 2026","Thu Apr 16 07:58:54 UTC 2026","2","AI Test Automation Suite","Healthcare Encounter Tests","com.aitesting.api.healthcare.EncounterTests","com.aitesting.api.healthcare.EncounterTests","getEncounter_found_returns200","getEncounter_found_returns200","GET /Encounter/{id} for existing encounter should return 200."
"passed","Thu Apr 16 07:58:47 UTC 2026","Thu Apr 16 07:58:48 UTC 2026","1060","AI Test Automation Suite","Healthcare Patient Tests","com.aitesting.api.healthcare.PatientTests","com.aitesting.api.healthcare.PatientTests","updatePatient_changePhone_returns200","updatePatient_changePhone_returns200","PUT /Patient/{id} should update patient and return 200."
"passed","Thu Apr 16 07:59:00 UTC 2026","Thu Apr 16 07:59:01 UTC 2026","1039","AI Test Automation Suite","Healthcare Prior Auth Tests","com.aitesting.api.healthcare.PriorAuthTests","com.aitesting.api.healthcare.PriorAuthTests","priorAuth_pollUntilPended","priorAuth_pollUntilPended","Poll PA until pended — payer needs additional clinical information."
"passed","Thu Apr 16 07:58:56 UTC 2026","Thu Apr 16 07:58:56 UTC 2026","30","AI Test Automation Suite","Healthcare Claim Tests","com.aitesting.api.healthcare.ClaimTests","com.aitesting.api.healthcare.ClaimTests","submitClaim_institutional_returns201","submitClaim_institutional_returns201","POST /Claim for institutional claim (hospital) should return 201."
"passed","Thu Apr 16 07:58:37 UTC 2026","Thu Apr 16 07:58:37 UTC 2026","57","AI Test Automation Suite","Insurance Quote Tests","com.aitesting.api.insurance.QuoteTests","com.aitesting.api.insurance.QuoteTests","getQuoteById_found_returns200","getQuoteById_found_returns200","GET /quotes/{id} for existing quote should return 200 with full details."
"passed","Thu Apr 16 07:58:27 UTC 2026","Thu Apr 16 07:58:28 UTC 2026","340","AI Test Automation Suite","Pet Endpoint Tests","com.aitesting.api.petstore.PetTests","com.aitesting.api.petstore.PetTests","deletePet_notFound","deletePet_notFound","DELETE /pet/{id} for a non-existent ID should return 404."
